transaction_id,account_id,transaction_amount,transaction_date,transaction_type,merchant_id
17311,1400,971.92,2023-12-18 13:43:34.465657,Deposit,35
17312,1400,-2466.5,2023-04-19 17:00:36.818191,Deposit,88
17313,1400,3949.97,2023-11-22 21:27:20.618882,Withdraw,56
17314,1400,-510.49,2023-06-21 14:19:03.343668,Withdraw,66
17315,1400,3921.27,2023-02-20 08:41:57.346446,Withdraw,25
17316,1400,-3736.21,2022-05-01 08:34:18.180276,Withdraw,1
17317,1400,-2508.42,2021-03-17 20:10:43.396890,Deposit,100
17318,1400,133.35,2024-10-09 01:44:18.058318,Deposit,87
17319,1400,-2911.56,2024-08-25 10:34:25.228687,Deposit,76
17320,1400,-4070.62,2022-01-09 04:21:40.111560,Deposit,87
17321,1400,-818.47,2021-06-11 22:55:37.341997,Withdraw,86
17322,1400,-4852.43,2024-04-15 19:22:56.864141,Deposit,44
17323,1400,-3989.59,2021-05-13 04:44:49.985302,Withdraw,63
17324,1400,1968.96,2024-03-22 07:07:40.628186,Deposit,15
17325,1401,3536.41,2022-11-27 06:05:32.905946,Deposit,50
17326,1401,507.34,2024-10-12 07:37:57.378915,Deposit,46
17327,1401,305.29,2024-08-09 19:28:40.425966,Withdraw,50
17328,1401,1364.78,2021-03-06 11:20:33.858859,Deposit,35
17329,1401,1461.72,2023-08-16 09:14:54.029501,Deposit,1
17330,1401,1694.52,2024-08-18 20:04:53.127571,Deposit,6
17331,1401,2450.66,2021-01-28 13:05:16.642240,Withdraw,93
17332,1401,647.57,2022-03-05 11:16:43.870645,Withdraw,38
17333,1401,2258.98,2024-01-07 19:04:56.915176,Deposit,40
17334,1401,526.53,2024-06-19 07:43:48.549118,Deposit,21
17335,1401,340.99,2022-06-30 21:50:41.654766,Withdraw,25
17336,1401,1005.59,2024-04-30 17:48:09.900563,Withdraw,90
17337,1401,2024.2,2020-05-27 11:28:16.397135,Withdraw,10
17338,1401,1073.95,2023-02-19 21:28:55.888951,Deposit,75
17339,1401,4289.05,2024-01-27 17:28:25.584503,Deposit,3
17340,1401,1679.21,2020-12-12 10:09:00.318974,Withdraw,60
17341,1401,4185.19,2021-08-24 23:06:41.022540,Deposit,15
17342,1401,584.85,2021-12-07 05:43:49.799755,Withdraw,41
17343,1402,4308.81,2024-07-18 06:32:46.958060,Deposit,84
17344,1402,-1653.86,2024-10-10 02:43:27.258193,Withdraw,17
17345,1402,2557.86,2024-09-27 04:39:04.126740,Withdraw,73
17346,1402,-2787.19,2024-07-16 03:06:22.025639,Deposit,55
17347,1402,-3971.35,2024-09-06 16:58:47.119372,Deposit,8
17348,1402,1566.96,2024-09-07 18:08:43.122377,Withdraw,7
17349,1402,-2322.92,2024-08-21 03:08:18.690930,Withdraw,18
17350,1403,3677.63,2020-08-14 23:21:06.795994,Deposit,64
17351,1403,-2852.08,2021-10-11 05:11:59.917874,Deposit,74
17352,1403,-2223.26,2021-04-04 03:24:54.136705,Withdraw,11
17353,1403,526.84,2023-06-06 10:03:09.314768,Deposit,96
17354,1403,3694.05,2023-01-10 03:17:19.007034,Withdraw,56
17355,1403,2529.77,2023-02-01 04:01:14.241758,Withdraw,72
17356,1403,2926.98,2024-01-14 13:01:58.097739,Deposit,60
17357,1403,1270.09,2021-08-01 22:45:26.232215,Withdraw,68
17358,1403,-1513.94,2022-10-28 10:27:56.082500,Withdraw,37
17359,1403,4774.83,2021-07-09 20:03:44.050781,Withdraw,83
17360,1403,-2401.53,2023-11-08 16:34:29.676973,Deposit,4
17361,1403,3364.44,2023-10-03 07:29:48.738955,Withdraw,53
17362,1403,-409.0,2023-04-15 11:02:22.303786,Withdraw,86
17363,1403,2120.93,2022-09-19 13:39:00.054074,Deposit,72
17364,1403,950.61,2024-09-28 08:04:01.270094,Withdraw,75
17365,1403,-3920.59,2020-06-26 08:10:44.597163,Deposit,43
17366,1403,-641.05,2022-11-12 07:55:26.370493,Deposit,45
17367,1404,-2239.76,2024-08-23 16:55:47.951055,Deposit,3
17368,1404,4783.06,2024-03-11 19:11:56.514130,Deposit,90
17369,1404,4495.86,2023-10-22 04:43:37.690405,Deposit,50
17370,1404,3091.25,2023-08-22 18:06:53.497300,Withdraw,23
17371,1404,-4635.38,2023-10-05 06:30:39.639735,Withdraw,60
17372,1404,-4454.52,2024-07-30 07:47:05.705395,Withdraw,31
17373,1404,-3818.35,2023-11-24 16:05:53.368575,Withdraw,31
17374,1404,1200.3,2024-04-14 07:44:58.371795,Withdraw,9
17375,1404,-179.86,2024-01-15 06:16:45.639227,Deposit,49
17376,1404,-3702.21,2023-07-31 20:16:07.861011,Deposit,27
17377,1404,-3127.68,2024-07-30 01:35:31.110610,Deposit,94
17378,1405,-625.11,2024-10-15 17:11:43.312872,Withdraw,45
17379,1405,-4058.0,2024-10-06 18:19:52.294605,Withdraw,59
17380,1405,-3511.26,2024-10-26 16:37:03.222894,Withdraw,90
17381,1405,4920.7,2024-10-26 16:52:24.935746,Withdraw,65
17382,1405,-123.61,2024-10-28 07:46:41.847137,Deposit,74
17383,1405,4757.05,2024-10-11 02:25:21.087689,Deposit,41
17384,1406,4662.43,2022-12-08 04:41:26.536126,Withdraw,55
17385,1406,-3177.08,2023-10-29 23:26:39.132497,Withdraw,93
17386,1406,3655.74,2023-04-01 20:06:42.103610,Withdraw,90
17387,1406,3747.96,2023-05-31 22:21:54.636082,Deposit,9
17388,1406,-2426.76,2022-04-30 19:42:35.710762,Withdraw,26
17389,1406,3422.04,2023-10-18 18:21:20.463410,Deposit,41
17390,1406,-1750.96,2023-01-26 18:00:00.277058,Deposit,8
17391,1406,-2797.51,2024-05-17 21:21:34.117208,Withdraw,72
17392,1406,-2126.47,2022-11-11 08:45:41.025440,Deposit,6
17393,1407,4638.63,2023-07-28 08:09:52.841143,Deposit,95
17394,1407,3007.02,2024-03-23 03:19:28.782024,Deposit,66
17395,1407,-4247.22,2023-06-26 10:51:29.314995,Withdraw,58
17396,1407,399.42,2024-05-05 16:59:51.895027,Deposit,79
17397,1407,-268.19,2024-09-12 06:18:52.620630,Deposit,2
17398,1408,-4154.55,2023-02-13 08:52:07.557751,Deposit,34
17399,1408,-4743.03,2023-12-22 06:32:12.240986,Deposit,54
17400,1408,-3396.01,2024-06-29 16:20:47.285853,Deposit,93
17401,1408,4586.75,2023-12-26 21:24:58.610431,Withdraw,40
17402,1408,-2325.1,2023-02-28 00:30:59.997166,Deposit,12
17403,1408,-2526.11,2024-02-12 00:37:34.461256,Withdraw,2
17404,1408,2163.42,2024-05-21 08:11:22.795699,Deposit,29
17405,1408,3545.35,2024-07-18 20:14:17.907320,Withdraw,61
17406,1408,4142.59,2024-05-18 19:59:58.502618,Deposit,43
17407,1408,872.89,2023-05-25 12:33:58.291960,Withdraw,65
17408,1408,-277.52,2023-11-08 04:11:33.319747,Deposit,89
17409,1408,-556.14,2023-02-20 03:40:52.701047,Withdraw,77
17410,1408,-4317.58,2023-02-20 17:23:42.598888,Withdraw,2
17411,1408,-4698.36,2024-02-24 17:14:52.332360,Withdraw,40
17412,1408,4460.47,2022-08-10 17:34:24.243953,Deposit,9
17413,1408,-2453.01,2023-02-12 06:35:20.863662,Withdraw,100
17414,1408,4819.69,2022-09-19 18:43:10.998711,Deposit,52
17415,1408,1442.32,2024-09-22 21:13:38.586389,Deposit,72
17416,1408,3799.69,2024-07-16 05:52:59.918513,Deposit,43
17417,1408,-4765.73,2024-04-29 06:07:28.708739,Deposit,48
17418,1409,-3099.84,2021-10-30 02:21:47.190184,Deposit,48
17419,1409,3086.21,2021-10-16 13:35:39.196418,Deposit,14
17420,1409,715.65,2024-10-28 15:42:15.124376,Deposit,14
17421,1409,2064.29,2021-03-22 20:18:03.724327,Withdraw,50
17422,1409,221.42,2023-05-21 20:31:40.052368,Deposit,64
17423,1409,-4115.89,2021-06-06 05:46:09.176539,Withdraw,15
17424,1409,4956.57,2021-08-31 22:30:27.417606,Deposit,25
17425,1409,4677.46,2021-01-10 11:15:33.592041,Deposit,16
17426,1410,-2398.87,2024-06-09 00:25:24.764505,Deposit,15
17427,1410,2981.86,2023-12-21 01:32:11.802631,Deposit,21
17428,1410,-983.85,2023-12-04 01:26:33.007958,Withdraw,32
17429,1410,4501.55,2022-12-30 23:01:18.100874,Deposit,51
17430,1410,3901.36,2024-09-04 13:21:15.004273,Deposit,80
17431,1410,2468.43,2024-05-09 01:28:10.060526,Deposit,89
17432,1410,3069.88,2024-07-13 09:02:16.550321,Deposit,78
17433,1410,882.9,2023-07-12 08:03:40.536151,Withdraw,100
17434,1410,295.84,2023-12-25 23:09:45.286523,Deposit,53
17435,1410,4031.87,2024-06-29 05:22:06.600813,Deposit,92
17436,1410,3072.74,2023-12-12 02:04:51.136894,Withdraw,86
17437,1410,4830.99,2023-11-02 00:24:07.951717,Withdraw,94
17438,1410,1247.02,2023-12-02 16:40:47.037387,Deposit,70
17439,1410,1401.03,2024-02-15 08:09:15.520622,Withdraw,43
17440,1410,-3418.75,2023-01-30 02:21:44.749099,Deposit,36
17441,1411,3605.7,2022-12-22 16:51:19.141189,Withdraw,79
17442,1411,2847.17,2022-04-24 02:47:25.991044,Deposit,53
17443,1411,3190.28,2024-02-07 10:51:08.458922,Withdraw,93
17444,1411,3810.61,2022-03-03 17:01:19.757120,Withdraw,56
17445,1411,4632.76,2024-02-20 19:06:23.819499,Withdraw,9
17446,1411,2837.07,2023-05-23 15:38:14.352524,Deposit,45
17447,1411,4075.65,2023-03-13 01:48:19.771813,Withdraw,65
17448,1411,3882.65,2023-03-31 05:13:16.965020,Deposit,79
17449,1411,2389.47,2022-07-20 17:19:18.423793,Deposit,46
17450,1411,288.55,2024-06-29 20:05:09.133073,Deposit,59
17451,1411,1654.41,2022-08-26 23:27:07.266921,Deposit,57
17452,1411,2247.48,2021-11-18 04:17:10.412941,Withdraw,29
17453,1411,4390.65,2024-06-05 08:10:02.100694,Withdraw,46
17454,1411,2715.82,2024-07-06 04:08:54.403440,Deposit,98
17455,1411,1706.29,2024-06-18 19:07:32.067036,Withdraw,90
17456,1411,2467.68,2023-02-10 19:40:43.144238,Withdraw,30
17457,1411,1804.62,2022-07-22 14:35:06.960293,Withdraw,28
17458,1411,3366.81,2024-03-20 05:28:00.124608,Withdraw,71
17459,1411,4520.55,2021-09-11 16:45:05.608867,Withdraw,18
17460,1412,615.9,2024-06-11 22:40:43.585316,Withdraw,82
17461,1412,144.41,2024-01-06 06:54:20.782829,Withdraw,59
17462,1412,1546.87,2021-02-03 00:42:41.481532,Withdraw,31
17463,1412,2024.46,2021-03-18 04:19:36.328841,Withdraw,33
17464,1412,2046.06,2023-08-28 21:34:22.150764,Withdraw,6
17465,1412,4218.68,2023-03-07 04:14:42.328275,Deposit,9
17466,1412,4659.93,2022-11-19 05:05:34.880148,Deposit,45
17467,1412,1646.77,2022-07-03 02:03:56.131610,Withdraw,48
17468,1412,18.67,2022-01-15 15:26:31.054908,Withdraw,15
17469,1412,4666.95,2020-10-27 11:58:26.722752,Deposit,55
17470,1412,2031.89,2023-03-26 12:35:55.750848,Withdraw,11
17471,1412,794.75,2024-01-13 22:11:44.501838,Withdraw,15
17472,1412,508.45,2022-11-16 23:07:24.649941,Deposit,45
17473,1412,1524.6,2021-04-18 12:12:36.518022,Withdraw,66
17474,1412,672.17,2022-04-06 10:48:26.150728,Withdraw,51
17475,1412,3527.39,2022-04-28 02:09:27.180309,Deposit,34
17476,1412,1040.81,2022-01-20 06:21:20.990007,Withdraw,76
17477,1412,3402.95,2023-08-22 13:45:02.426782,Deposit,36
17478,1412,2808.31,2024-06-20 12:41:53.458161,Deposit,4
17479,1413,1470.3,2022-04-02 03:06:25.577878,Deposit,32
17480,1413,3410.85,2024-05-08 14:45:04.325736,Deposit,29
17481,1413,4929.76,2022-08-12 18:23:04.469278,Deposit,60
17482,1413,-255.09,2022-07-01 18:34:17.129983,Deposit,73
17483,1413,996.62,2023-11-05 23:43:10.305503,Deposit,14
17484,1413,-2753.51,2023-06-06 21:31:00.505793,Withdraw,49
17485,1413,-4114.0,2021-12-26 22:42:03.663363,Withdraw,5
17486,1413,-4912.73,2023-12-23 20:37:57.425549,Withdraw,91
17487,1413,-2733.3,2021-04-29 00:32:09.896469,Withdraw,44
17488,1413,-24.67,2021-03-04 21:05:06.336282,Withdraw,95
17489,1413,-1957.12,2021-04-25 05:20:17.456270,Withdraw,27
17490,1413,-1359.3,2021-03-03 10:34:45.943075,Deposit,79
17491,1413,-2469.59,2023-12-19 04:15:03.568968,Deposit,90
17492,1413,-841.59,2023-05-27 04:30:21.123621,Deposit,34
17493,1413,-532.83,2024-04-01 16:58:08.532871,Deposit,71
17494,1413,637.22,2023-11-02 12:55:04.120749,Deposit,56
17495,1413,2161.67,2022-05-11 17:42:29.291062,Withdraw,51
17496,1413,779.71,2023-05-02 10:12:17.167778,Deposit,6
17497,1413,3708.09,2021-09-19 08:01:48.128156,Deposit,65
17498,1413,-1406.41,2022-07-21 16:15:06.729825,Deposit,37
17499,1414,1477.81,2021-11-20 17:40:36.063965,Deposit,24
17500,1414,0.0,2024-01-02 23:40:58.620695,Withdraw,34
17501,1414,1968.27,2022-02-10 00:47:15.493633,Deposit,56
17502,1414,0.0,2022-10-07 20:31:24.071075,Withdraw,95
17503,1414,3078.29,2023-10-19 11:03:26.205532,Deposit,84
17504,1414,0.0,2021-06-11 14:53:50.098126,Withdraw,85
17505,1414,65.58,2020-11-02 07:06:59.906592,Deposit,86
17506,1414,0.0,2020-12-18 02:00:53.514835,Withdraw,76
17507,1414,606.85,2020-04-05 07:08:54.071038,Deposit,48
17508,1414,0.0,2022-06-02 20:58:26.913851,Withdraw,21
17509,1414,4803.01,2020-07-16 04:01:06.410545,Deposit,3
17510,1414,0.0,2021-02-11 16:06:02.561953,Withdraw,62
17511,1414,1875.36,2021-08-04 01:04:42.280381,Deposit,31
17512,1414,0.0,2020-04-20 20:52:56.671866,Withdraw,88
17513,1414,0.0,2020-11-13 07:55:33.646708,Withdraw,92
17514,1414,0.0,2022-09-18 05:46:52.288952,Withdraw,79
17515,1415,1937.86,2023-09-24 15:20:08.902922,Deposit,3
17516,1415,-3906.81,2023-07-15 22:31:29.005542,Deposit,69
17517,1415,-1812.52,2023-09-11 12:36:48.870246,Deposit,86
17518,1415,1652.03,2023-09-20 09:02:31.315351,Deposit,46
17519,1415,2098.14,2021-05-26 14:39:17.166512,Deposit,80
17520,1415,-1393.42,2021-04-24 07:17:41.803599,Withdraw,58
17521,1415,-4161.55,2022-02-16 21:04:27.429523,Deposit,38
17522,1415,-1161.22,2024-08-21 21:20:05.751409,Withdraw,41
17523,1415,-2086.52,2022-09-24 17:20:54.653761,Withdraw,42
17524,1415,369.16,2021-05-02 11:48:48.136458,Deposit,78
17525,1415,3994.47,2023-04-22 05:15:39.285632,Deposit,7
17526,1415,643.46,2023-07-29 13:00:07.010965,Withdraw,77
17527,1415,2776.39,2022-04-08 00:32:51.855116,Withdraw,99
17528,1416,1130.87,2024-06-05 00:06:08.777937,Deposit,88
17529,1416,4040.39,2024-07-11 23:01:38.780089,Deposit,87
17530,1416,97.14,2023-07-07 14:07:14.659485,Withdraw,2
17531,1416,147.86,2023-02-05 06:04:36.332745,Withdraw,51
17532,1416,2672.85,2024-03-27 09:17:07.442978,Deposit,43
17533,1416,1393.42,2023-10-21 04:59:54.972036,Deposit,40
17534,1416,91.06,2023-12-28 10:03:54.221264,Withdraw,51
17535,1416,4192.55,2022-12-28 17:58:20.942324,Deposit,23
17536,1416,573.05,2023-04-01 11:37:43.598259,Deposit,44
17537,1416,4222.06,2024-10-17 01:03:11.436736,Deposit,63
17538,1416,0.41,2024-08-26 03:30:04.191218,Withdraw,91
17539,1416,3412.79,2023-05-02 17:38:45.720628,Deposit,91
17540,1416,125.48,2023-06-11 00:12:49.864052,Withdraw,91
17541,1416,124.88,2023-06-01 07:39:46.327678,Withdraw,39
17542,1416,69.13,2023-01-21 02:44:22.082234,Withdraw,74
17543,1416,2.08,2024-01-27 20:12:15.902220,Withdraw,27
17544,1416,4732.46,2024-06-21 00:53:00.926255,Deposit,29
17545,1416,653.81,2023-10-14 19:35:50.044720,Deposit,48
17546,1417,-4775.48,2023-06-22 04:57:22.871615,Withdraw,81
17547,1417,-494.71,2023-09-23 10:39:35.113099,Withdraw,61
17548,1417,4094.17,2024-04-24 12:41:34.115256,Deposit,32
17549,1417,4809.24,2023-03-16 03:44:08.112707,Withdraw,89
17550,1417,-2683.26,2023-04-19 16:52:22.946128,Withdraw,2
17551,1417,-2017.89,2024-09-20 01:59:14.783610,Withdraw,2
17552,1417,3464.31,2024-07-28 23:07:34.739840,Deposit,5
17553,1417,-4438.09,2023-08-13 15:39:22.648530,Withdraw,23
17554,1417,546.38,2023-04-22 14:07:12.013474,Withdraw,92
17555,1417,-2025.12,2024-04-29 15:42:43.999516,Deposit,64
17556,1417,-2482.39,2023-07-17 23:24:17.341966,Deposit,74
17557,1417,-3560.72,2023-04-30 06:46:40.955827,Deposit,23
17558,1417,-2514.18,2024-08-24 16:12:28.798867,Deposit,71
17559,1417,-623.08,2023-03-31 01:33:15.331361,Withdraw,87
17560,1417,2340.86,2024-08-21 18:55:02.855778,Deposit,68
17561,1417,4849.09,2023-12-31 21:54:47.202926,Deposit,83
17562,1418,313.17,2024-05-27 03:05:51.883635,Withdraw,8
17563,1418,-845.37,2024-06-01 13:52:03.630399,Withdraw,4
17564,1418,-4578.98,2024-05-31 03:50:02.271538,Deposit,40
17565,1418,-2074.32,2024-09-08 08:49:02.258215,Deposit,83
17566,1418,-3567.83,2024-10-06 05:27:19.534133,Deposit,88
17567,1418,-2604.44,2024-08-01 16:58:54.915874,Deposit,98
17568,1418,3202.38,2024-07-24 21:18:01.667927,Deposit,18
17569,1418,-2331.69,2024-09-09 17:45:42.621790,Withdraw,99
17570,1418,-2565.34,2024-10-22 20:22:31.860990,Withdraw,13
17571,1418,-497.4,2024-09-20 06:28:43.737375,Deposit,8
17572,1418,3869.78,2024-06-13 14:32:38.128251,Deposit,11
17573,1418,-2651.39,2024-10-02 17:56:27.903215,Withdraw,76
17574,1418,-1562.85,2024-06-26 14:33:47.374509,Withdraw,87
17575,1418,-1551.21,2024-08-14 17:28:15.438095,Deposit,88
17576,1418,1067.42,2024-04-27 12:39:43.039820,Withdraw,70
17577,1418,-3939.61,2024-07-23 05:41:43.352885,Deposit,77
17578,1418,-1726.15,2024-07-09 18:36:25.362111,Deposit,37
17579,1419,3963.77,2023-06-24 21:17:47.969331,Deposit,33
17580,1419,7.0,2023-09-20 02:11:57.854015,Withdraw,19
17581,1419,157.72,2024-04-22 10:11:08.906270,Withdraw,100
17582,1419,2670.12,2023-10-05 20:34:15.769391,Deposit,79
17583,1419,178.14,2023-05-27 02:31:32.711652,Withdraw,6
17584,1419,398.42,2022-11-09 18:05:07.255967,Withdraw,53
17585,1419,2683.06,2024-04-09 12:29:45.643199,Deposit,93
17586,1419,2745.53,2024-04-15 01:52:15.986136,Deposit,41
17587,1419,3978.96,2023-10-25 19:18:41.763597,Deposit,86
17588,1419,186.85,2023-06-06 02:50:15.751878,Withdraw,56
17589,1419,276.11,2023-08-30 03:30:34.264152,Withdraw,65
17590,1419,443.18,2022-10-04 21:53:18.817882,Withdraw,18
17591,1419,2288.05,2023-03-01 20:17:23.272216,Deposit,63
17592,1419,855.57,2023-01-03 06:57:03.743021,Deposit,38
17593,1420,4801.18,2024-01-26 23:50:31.701519,Withdraw,72
17594,1420,537.8,2024-06-24 06:40:19.196093,Deposit,89
17595,1420,-630.46,2024-05-08 15:12:01.680845,Withdraw,38
17596,1420,-371.38,2024-01-28 09:26:40.222216,Withdraw,43
17597,1420,4519.13,2024-06-20 20:36:39.389126,Withdraw,45
17598,1420,-3083.37,2024-04-10 12:57:14.457736,Withdraw,73
17599,1420,-3057.45,2024-08-05 01:40:23.047813,Deposit,53
17600,1420,3548.33,2024-08-29 03:22:59.354109,Deposit,71
17601,1420,-1515.21,2024-07-26 14:09:49.401922,Deposit,89
17602,1420,391.01,2024-08-27 05:37:20.101173,Withdraw,75
17603,1420,965.0,2024-05-14 17:30:17.710638,Deposit,93
17604,1420,-2953.9,2024-07-13 17:28:40.139747,Withdraw,18
17605,1420,1423.18,2024-02-16 11:08:38.926873,Withdraw,89
17606,1420,-2169.55,2024-02-20 19:53:01.100890,Withdraw,49
17607,1420,-4061.88,2024-03-28 21:07:09.146164,Deposit,49
17608,1420,2444.32,2024-07-12 04:11:28.098459,Deposit,34
17609,1420,1463.27,2024-04-18 11:42:51.303774,Deposit,54
17610,1420,-2627.83,2024-03-30 15:42:55.479150,Deposit,55
17611,1420,-3536.69,2024-07-29 09:19:55.489520,Deposit,49
17612,1421,-842.89,2024-03-11 13:43:45.119303,Withdraw,2
17613,1421,-789.9,2024-05-31 18:27:38.415392,Withdraw,69
17614,1421,1156.87,2024-02-29 16:44:52.931981,Deposit,51
17615,1421,-2565.88,2024-01-28 22:26:21.561849,Withdraw,78
17616,1421,-522.38,2024-04-17 21:01:29.156080,Deposit,66
17617,1421,-4635.25,2024-07-20 10:33:33.822614,Deposit,55
17618,1421,4992.04,2024-04-11 18:42:43.905037,Withdraw,46
17619,1421,-1021.04,2024-09-11 00:46:15.721873,Withdraw,6
17620,1421,-1142.72,2023-11-03 14:06:09.367912,Withdraw,59
17621,1422,3927.21,2024-08-05 13:41:03.429542,Deposit,63
17622,1422,469.65,2023-06-10 18:47:58.255179,Withdraw,43
17623,1422,691.19,2022-06-29 15:36:31.658368,Withdraw,95
17624,1422,968.38,2022-09-01 14:23:47.181165,Deposit,58
17625,1422,199.04,2024-09-18 22:51:08.885679,Deposit,78
17626,1422,4280.05,2024-01-27 23:19:19.516491,Deposit,3
17627,1422,838.4,2022-01-24 04:56:39.468243,Withdraw,19
17628,1422,513.23,2023-03-10 14:21:39.112411,Deposit,92
17629,1422,4.95,2021-07-02 22:33:05.538266,Withdraw,73
17630,1422,1059.99,2024-04-01 21:53:32.771030,Withdraw,75
17631,1422,969.67,2023-06-09 11:42:59.326396,Deposit,23
17632,1422,1798.88,2024-07-21 14:17:07.669608,Deposit,47
17633,1422,1306.74,2023-05-04 05:26:44.969946,Deposit,59
17634,1422,663.82,2023-07-24 02:33:58.075780,Withdraw,41
17635,1423,-189.8,2024-08-06 23:34:52.580235,Deposit,36
17636,1423,-515.0,2024-06-13 21:03:32.598083,Withdraw,86
17637,1423,743.05,2024-10-08 07:18:13.989606,Withdraw,85
17638,1423,2077.2,2024-06-21 16:14:30.846552,Withdraw,19
17639,1423,-3476.67,2024-09-29 12:26:01.599241,Withdraw,84
17640,1423,-2014.94,2024-06-05 04:21:23.677012,Withdraw,47
17641,1424,2109.53,2024-07-29 16:05:39.636076,Deposit,46
17642,1424,3584.15,2023-04-17 23:20:06.001461,Deposit,35
17643,1424,1437.26,2022-11-30 11:10:00.744416,Withdraw,92
17644,1424,2174.97,2023-06-14 02:59:55.939052,Withdraw,36
17645,1424,4623.83,2024-07-22 21:19:22.759479,Deposit,51
17646,1424,453.97,2023-08-16 19:56:38.919515,Withdraw,88
17647,1424,4276.41,2023-01-22 12:13:12.972542,Deposit,75
17648,1424,1325.24,2023-05-15 02:10:38.902877,Withdraw,14
17649,1424,905.76,2023-12-18 21:00:48.726126,Withdraw,46
17650,1424,1308.86,2024-07-07 00:16:37.114733,Withdraw,90
17651,1424,254.47,2024-10-25 07:47:12.232575,Deposit,73
17652,1424,1999.25,2024-01-05 19:12:55.043361,Withdraw,77
17653,1424,1913.43,2023-12-08 09:25:48.868853,Deposit,95
17654,1424,89.01,2024-06-07 09:03:46.988878,Deposit,99
17655,1424,102.19,2024-03-05 11:37:03.692172,Deposit,90
17656,1425,307.93,2022-07-20 07:07:21.836446,Withdraw,75
17657,1425,287.6,2023-11-24 11:48:29.999726,Withdraw,43
17658,1425,848.32,2024-01-25 18:09:07.198474,Deposit,67
17659,1425,750.5,2023-02-07 21:12:01.498640,Deposit,1
17660,1425,620.83,2024-05-25 12:58:55.865478,Withdraw,56
17661,1425,653.53,2022-05-17 16:51:19.374468,Withdraw,13
17662,1425,4161.85,2023-06-24 01:01:25.104138,Deposit,71
17663,1425,1142.63,2024-03-24 10:15:04.668794,Deposit,88
17664,1425,1168.15,2022-10-24 18:22:31.514194,Deposit,16
17665,1426,148.04,2023-12-11 19:38:57.022011,Withdraw,86
17666,1426,1077.55,2024-06-15 00:40:05.098474,Withdraw,89
17667,1426,101.62,2024-04-06 03:32:37.390593,Withdraw,18
17668,1426,1492.74,2022-09-12 18:32:53.324558,Deposit,58
17669,1426,1154.73,2020-12-26 09:38:42.490578,Withdraw,92
17670,1426,632.1,2024-08-03 01:33:58.874833,Withdraw,12
17671,1426,2502.28,2021-07-18 22:05:39.649113,Deposit,34
17672,1426,480.97,2022-10-20 18:46:51.901909,Deposit,84
17673,1426,304.39,2021-08-22 00:46:43.999378,Withdraw,16
17674,1426,549.76,2023-02-17 12:27:19.208068,Withdraw,27
17675,1427,52.99,2022-06-25 10:23:50.348605,Withdraw,79
17676,1427,105.69,2024-01-11 08:50:45.093968,Withdraw,65
17677,1427,448.52,2024-03-07 05:13:21.664550,Withdraw,28
17678,1427,2768.16,2024-01-11 15:58:46.293964,Deposit,8
17679,1427,771.86,2024-07-08 23:21:35.881415,Withdraw,38
17680,1427,708.37,2023-12-21 07:00:38.983491,Withdraw,67
17681,1427,393.5,2023-07-25 04:32:05.551207,Deposit,50
17682,1427,277.15,2022-12-20 14:13:29.250759,Withdraw,57
17683,1427,38.78,2023-10-05 13:56:00.894780,Withdraw,69
17684,1427,492.61,2024-04-08 18:44:17.175655,Withdraw,76
17685,1427,411.12,2024-10-07 18:47:01.004744,Withdraw,29
17686,1427,1090.83,2024-05-16 08:20:41.198074,Deposit,88
17687,1427,3860.99,2023-10-20 18:52:09.407990,Deposit,25
17688,1427,647.65,2024-01-18 02:07:43.933787,Deposit,7
17689,1427,1207.33,2023-06-27 03:26:16.831797,Deposit,14
17690,1427,62.66,2023-05-03 05:01:03.503901,Withdraw,6
17691,1427,3883.1,2024-06-02 17:32:49.214957,Deposit,45
17692,1427,19.35,2023-04-02 04:02:46.591572,Withdraw,18
17693,1427,743.27,2022-11-03 11:33:12.204302,Withdraw,63
17694,1428,-1014.51,2024-01-30 23:05:45.935313,Withdraw,84
17695,1428,637.96,2023-08-29 09:29:33.599900,Deposit,77
17696,1428,2731.64,2023-07-16 11:58:17.722365,Withdraw,3
17697,1428,-4335.71,2023-02-19 16:33:27.906686,Withdraw,96
17698,1428,-1189.1,2023-09-08 15:14:24.359490,Deposit,96
17699,1428,-2211.18,2022-09-11 16:56:08.636251,Deposit,76
17700,1428,2704.34,2024-09-13 01:27:05.218164,Deposit,13
17701,1428,3030.02,2023-09-24 20:26:19.957242,Deposit,60
17702,1428,-622.66,2024-06-11 06:39:19.566810,Deposit,68
17703,1428,-2917.7,2023-06-15 16:11:39.762335,Deposit,80
17704,1428,2702.16,2024-04-29 13:26:57.440768,Withdraw,43
17705,1428,4418.51,2024-02-28 11:41:31.551624,Deposit,27
17706,1428,-2458.83,2023-11-18 08:11:31.443049,Deposit,70
17707,1428,-3568.72,2024-03-19 14:52:46.564858,Withdraw,51
17708,1428,-2922.03,2022-04-19 02:44:09.287015,Deposit,86
17709,1428,3018.41,2024-02-24 19:11:38.160961,Withdraw,93
17710,1429,491.59,2023-01-16 16:03:16.851145,Deposit,20
17711,1429,4295.7,2022-10-08 13:51:21.994052,Withdraw,85
17712,1429,4301.33,2020-04-21 23:45:22.125196,Withdraw,96
17713,1429,3034.21,2022-03-15 10:32:42.520088,Deposit,33
17714,1429,2114.73,2021-12-11 10:17:41.856636,Deposit,64
17715,1429,-72.68,2020-01-27 13:11:30.134262,Deposit,50
