loan_id,customer_id,loan_amount,loan_type,loan_status
1500,446,14780.59,Education,Active
1501,446,35476.1,Home Improvement,Active
1502,446,22995.81,Emergency,Paid Off
1503,446,31067.45,Emergency,Paid Off
1504,446,23026.15,Vacation,Active
1505,447,4318.44,Personal,Active
1506,447,4378.36,Education,Paid Off
1507,447,42260.95,Auto,Paid Off
1508,447,6882.22,Green Energy,Paid Off
1509,447,37583.78,Vacation,Paid Off
1510,447,39664.79,Green Energy,Paid Off
1511,448,22149.84,Personal,Active
1512,448,24991.57,Home,Paid Off
1513,448,31321.28,Business,Active
1514,448,23920.7,Home Improvement,Active
1515,448,27367.95,Home Improvement,Active
1516,448,39409.88,Green Energy,Active
1517,450,46741.92,Auto,Paid Off
1518,450,3803.0,Education,Active
1519,450,20420.1,Auto,Paid Off
1520,450,32172.9,Education,Active
1521,450,34122.69,Auto,Paid Off
1522,450,15476.31,Debt Consolidation,Active
1523,450,49747.18,Home Improvement,Paid Off
1524,451,37192.81,Debt Consolidation,Active
1525,451,34230.79,Debt Consolidation,Active
1526,451,47931.02,Green Energy,Paid Off
1527,453,17896.99,Home,Paid Off
1528,453,22636.17,Personal,Active
1529,453,6211.69,Home Improvement,Active
1530,453,9598.35,Green Energy,Active
1531,453,8592.31,Education,Paid Off
1532,453,42726.26,Home Improvement,Active
1533,454,25860.48,Business,Paid Off
1534,454,7675.08,Business,Paid Off
1535,454,34404.84,Emergency,Paid Off
1536,455,36747.63,Debt Consolidation,Paid Off
1537,455,2633.56,Education,Paid Off
1538,456,14084.52,Home,Paid Off
1539,456,25988.22,Auto,Paid Off
1540,457,3972.88,Vacation,Paid Off
1541,457,11257.27,Green Energy,Paid Off
1542,457,44098.77,Home Improvement,Paid Off
1543,457,43881.53,Auto,Active
1544,458,43322.57,Personal,Active
1545,458,14765.82,Vacation,Active
1546,458,16405.49,Emergency,Paid Off
1547,458,43773.33,Auto,Active
1548,458,6491.44,Green Energy,Active
1549,459,48828.63,Debt Consolidation,Paid Off
1550,459,23010.04,Green Energy,Paid Off
1551,459,12297.26,Vacation,Active
1552,459,23837.05,Debt Consolidation,Active
1553,459,12417.96,Business,Paid Off
1554,459,46568.64,Business,Active
1555,459,14286.12,Auto,Active
1556,460,8826.34,Medical,Active
1557,460,20790.67,Green Energy,Paid Off
1558,460,19475.31,Education,Paid Off
1559,460,44149.99,Green Energy,Paid Off
1560,460,31002.1,Auto,Active
1561,461,42667.43,Vacation,Active
1562,461,44367.27,Home Improvement,Paid Off
1563,461,30750.47,Home Improvement,Paid Off
1564,461,22281.92,Home Improvement,Active
1565,461,12324.76,Auto,Active
1566,461,42888.04,Emergency,Active
1567,462,49086.5,Business,Active
1568,463,33294.95,Personal,Paid Off
1569,464,29175.7,Education,Active
1570,464,24101.95,Business,Active
1571,465,13288.12,Business,Paid Off
1572,465,15022.19,Emergency,Active
1573,466,49645.57,Home Improvement,Paid Off
1574,467,18144.69,Medical,Paid Off
1575,467,26470.96,Green Energy,Active
1576,468,45978.21,Debt Consolidation,Paid Off
1577,469,33216.37,Emergency,Active
1578,469,37253.69,Business,Active
1579,469,32131.14,Auto,Active
1580,469,25320.52,Personal,Active
1581,469,37040.24,Green Energy,Paid Off
1582,470,2689.01,Debt Consolidation,Paid Off
1583,470,46293.98,Home,Active
1584,470,34756.94,Green Energy,Active
1585,470,7564.79,Debt Consolidation,Active
1586,470,35771.7,Home,Paid Off
1587,470,13980.14,Personal,Paid Off
1588,471,47271.67,Personal,Paid Off
1589,471,22363.4,Green Energy,Active
1590,471,24260.09,Business,Active
1591,472,21519.59,Education,Paid Off
1592,473,6461.35,Debt Consolidation,Active
1593,473,16646.87,Education,Paid Off
1594,473,22203.75,Home,Active
1595,473,9390.06,Personal,Active
1596,473,28059.48,Home,Active
1597,473,29011.32,Personal,Active
1598,473,16349.71,Home Improvement,Paid Off
1599,474,34476.81,Emergency,Active
1600,474,33874.31,Education,Active
1601,474,39173.85,Green Energy,Paid Off
1602,474,26595.31,Debt Consolidation,Active
1603,474,26885.6,Personal,Paid Off
1604,474,21465.71,Home,Active
1605,474,23089.75,Business,Paid Off
1606,475,28449.53,Business,Paid Off
1607,475,7583.7,Medical,Active
1608,475,37081.13,Medical,Active
1609,475,4505.23,Medical,Paid Off
1610,475,37512.21,Home,Paid Off
1611,475,8912.99,Emergency,Active
1612,475,15455.78,Education,Active
1613,477,49424.17,Emergency,Paid Off
1614,477,40655.97,Personal,Active
1615,477,19750.07,Home,Paid Off
1616,477,15666.34,Personal,Paid Off
1617,478,6077.03,Auto,Active
1618,478,45521.0,Debt Consolidation,Active
1619,479,12234.73,Home Improvement,Paid Off
1620,479,23272.47,Emergency,Active
1621,480,41891.24,Medical,Active
1622,480,40390.02,Auto,Paid Off
1623,480,39633.38,Green Energy,Paid Off
1624,480,37148.87,Vacation,Active
1625,480,26123.49,Education,Paid Off
1626,480,9560.12,Personal,Active
1627,480,12909.17,Home,Paid Off
1628,481,3925.74,Home,Paid Off
1629,481,16723.93,Business,Active
1630,481,16486.57,Personal,Paid Off
1631,482,37399.15,Education,Paid Off
1632,482,15384.82,Medical,Active
1633,482,2956.06,Business,Paid Off
1634,482,2510.37,Medical,Active
1635,482,12909.49,Home,Paid Off
1636,482,10873.44,Medical,Active
1637,482,25136.81,Green Energy,Paid Off
1638,483,29682.13,Home Improvement,Active
1639,483,25391.15,Home Improvement,Active
1640,483,31136.45,Vacation,Active
1641,483,8184.18,Home Improvement,Paid Off
1642,483,12765.93,Personal,Paid Off
1643,483,29678.06,Auto,Active
1644,483,42598.9,Emergency,Paid Off
1645,484,6018.62,Vacation,Active
1646,485,21823.56,Vacation,Active
1647,485,32693.4,Home,Paid Off
1648,485,16697.39,Medical,Paid Off
1649,485,7945.89,Green Energy,Active
1650,485,29626.09,Personal,Paid Off
1651,486,18925.41,Home Improvement,Active
1652,486,19096.26,Medical,Paid Off
1653,486,41462.71,Education,Active
1654,486,47643.98,Green Energy,Active
1655,487,25791.38,Personal,Paid Off
1656,487,11982.7,Home,Paid Off
1657,487,40364.39,Education,Paid Off
1658,487,24920.92,Vacation,Paid Off
1659,487,21611.76,Green Energy,Paid Off
1660,487,14066.3,Business,Active
1661,487,11423.37,Home,Active
1662,489,42754.6,Vacation,Paid Off
1663,489,31212.59,Auto,Active
1664,489,30340.61,Home,Paid Off
1665,489,6021.92,Business,Paid Off
1666,490,25538.58,Home,Paid Off
1667,490,10642.92,Debt Consolidation,Active
1668,490,5712.89,Home,Paid Off
1669,490,24520.19,Auto,Active
1670,490,13741.88,Business,Active
1671,490,43779.01,Green Energy,Paid Off
1672,491,25347.61,Emergency,Active
1673,491,3061.99,Home,Paid Off
1674,492,43682.9,Debt Consolidation,Active
1675,492,24176.52,Debt Consolidation,Active
1676,492,39717.78,Home Improvement,Paid Off
1677,492,42024.06,Medical,Paid Off
1678,492,40142.36,Debt Consolidation,Paid Off
1679,493,28379.29,Home,Active
1680,493,46239.46,Business,Active
1681,493,6458.84,Green Energy,Active
1682,493,17685.99,Emergency,Paid Off
1683,494,30889.46,Green Energy,Active
1684,494,17238.6,Home Improvement,Active
1685,494,48651.22,Medical,Paid Off
1686,494,49388.51,Auto,Active
1687,494,14130.82,Business,Active
1688,494,44693.76,Medical,Active
1689,494,12209.35,Personal,Paid Off
1690,495,30763.93,Debt Consolidation,Active
1691,495,15344.03,Auto,Active
1692,495,25326.39,Business,Active
1693,496,16070.54,Business,Paid Off
1694,496,35763.54,Vacation,Paid Off
1695,496,13672.05,Home,Paid Off
1696,496,9762.48,Home,Active
1697,496,25659.3,Medical,Active
1698,496,17324.56,Business,Paid Off
1699,497,39932.62,Auto,Paid Off
1700,498,22727.8,Emergency,Active
1701,499,47889.56,Debt Consolidation,Paid Off
1702,499,12170.53,Home,Active
1703,499,14022.95,Home Improvement,Active
1704,500,31252.28,Business,Paid Off
1705,500,21276.8,Personal,Paid Off
1706,500,3688.18,Home Improvement,Active
1707,500,14089.2,Education,Active
1708,500,37516.55,Home,Active
1709,500,20356.05,Home,Active
1710,500,20253.2,Personal,Active
1711,502,15618.41,Vacation,Paid Off
1712,502,11587.49,Emergency,Paid Off
1713,503,17749.89,Education,Active
1714,503,6744.54,Emergency,Active
1715,503,41031.72,Home Improvement,Active
1716,503,2130.59,Business,Paid Off
1717,503,49450.34,Vacation,Active
1718,503,25860.08,Business,Paid Off
1719,503,49761.43,Auto,Paid Off
1720,504,5021.92,Auto,Active
1721,504,31642.47,Medical,Active
1722,504,9336.88,Business,Paid Off
1723,505,24454.65,Home Improvement,Paid Off
1724,506,42668.43,Auto,Active
1725,506,38661.44,Education,Paid Off
1726,506,31087.12,Debt Consolidation,Paid Off
1727,506,25556.85,Business,Paid Off
1728,507,43248.06,Medical,Active
1729,507,14824.98,Debt Consolidation,Paid Off
1730,507,20440.33,Business,Active
1731,507,1099.93,Auto,Paid Off
1732,508,25214.35,Home Improvement,Paid Off
1733,508,29333.28,Personal,Paid Off
1734,508,45967.02,Auto,Active
1735,508,10054.42,Personal,Paid Off
1736,509,45762.55,Personal,Active
1737,509,45180.45,Auto,Active
1738,509,49897.03,Medical,Paid Off
1739,509,22975.93,Home Improvement,Active
1740,509,37601.38,Home,Paid Off
1741,509,18317.86,Auto,Paid Off
1742,510,22936.01,Medical,Paid Off
1743,510,46189.92,Education,Active
1744,513,11636.65,Auto,Paid Off
1745,513,2554.4,Vacation,Paid Off
1746,513,46561.56,Green Energy,Active
1747,514,2700.4,Home,Active
1748,514,20407.91,Business,Active
1749,514,25325.72,Personal,Active
1750,514,13872.42,Debt Consolidation,Active
1751,515,32125.58,Auto,Paid Off
1752,516,34416.96,Debt Consolidation,Paid Off
1753,516,6098.81,Emergency,Paid Off
1754,517,38884.77,Vacation,Paid Off
1755,517,23385.65,Auto,Active
1756,517,49700.33,Debt Consolidation,Active
1757,517,41201.87,Home,Paid Off
1758,517,23557.05,Green Energy,Paid Off
1759,518,25079.1,Business,Active
1760,518,30374.17,Green Energy,Active
1761,518,23650.04,Business,Paid Off
1762,519,13949.41,Vacation,Active
1763,519,29979.73,Home Improvement,Active
1764,519,46373.97,Emergency,Active
1765,519,17911.97,Home,Paid Off
1766,519,46106.83,Home,Active
1767,519,14337.63,Medical,Paid Off
1768,520,44683.15,Education,Active
1769,520,20104.47,Debt Consolidation,Paid Off
1770,520,45610.46,Education,Active
1771,520,1070.91,Emergency,Paid Off
1772,522,29820.33,Personal,Paid Off
1773,522,40442.51,Vacation,Paid Off
1774,522,9499.98,Auto,Paid Off
1775,522,45682.27,Debt Consolidation,Paid Off
1776,522,16178.58,Home Improvement,Active
1777,522,39572.02,Home,Paid Off
1778,522,40777.58,Vacation,Paid Off
1779,523,37179.34,Education,Active
1780,523,41881.37,Personal,Active
1781,523,23624.32,Education,Active
1782,523,12906.77,Debt Consolidation,Paid Off
1783,523,8335.69,Medical,Paid Off
1784,523,23264.62,Green Energy,Active
1785,524,43364.58,Green Energy,Active
1786,524,49339.29,Education,Active
1787,524,17278.61,Green Energy,Active
1788,525,23494.53,Debt Consolidation,Active
1789,525,13300.99,Emergency,Active
1790,525,25626.09,Home Improvement,Paid Off
1791,525,25686.62,Business,Active
1792,525,31080.18,Vacation,Paid Off
1793,525,13048.49,Green Energy,Active
1794,525,21946.92,Medical,Paid Off
1795,527,41301.28,Business,Active
1796,527,34706.67,Emergency,Active
1797,527,15276.16,Medical,Paid Off
1798,527,39418.84,Emergency,Active
1799,528,20852.23,Business,Paid Off
1800,528,6157.6,Medical,Paid Off
1801,528,14438.54,Home Improvement,Active
1802,529,24647.58,Business,Active
1803,529,37799.55,Vacation,Paid Off
1804,529,39197.47,Home,Paid Off
1805,529,10689.27,Education,Paid Off
1806,529,48845.81,Education,Paid Off
1807,529,32405.02,Auto,Paid Off
1808,531,10141.15,Debt Consolidation,Paid Off
1809,531,23553.21,Personal,Paid Off
1810,531,25227.58,Emergency,Active
1811,531,43176.99,Auto,Active
1812,532,8357.75,Home Improvement,Paid Off
1813,532,17146.65,Emergency,Active
1814,532,31098.25,Personal,Paid Off
1815,532,41109.87,Home Improvement,Active
1816,532,32416.15,Home,Active
1817,533,32543.78,Business,Active
1818,533,32090.56,Business,Paid Off
1819,533,13191.52,Medical,Paid Off
1820,533,23273.44,Green Energy,Paid Off
1821,533,42133.54,Emergency,Active
1822,533,8144.32,Medical,Paid Off
1823,533,3709.96,Debt Consolidation,Active
1824,534,1233.18,Vacation,Paid Off
1825,534,1305.04,Medical,Active
1826,534,25769.92,Debt Consolidation,Active
1827,534,19392.21,Vacation,Active
1828,535,1893.31,Debt Consolidation,Active
1829,535,14948.71,Emergency,Paid Off
1830,535,2466.03,Medical,Active
1831,535,23641.26,Medical,Paid Off
1832,535,22891.11,Medical,Active
1833,535,1433.84,Personal,Active
1834,536,7886.58,Emergency,Paid Off
1835,536,19523.13,Auto,Paid Off
1836,536,15971.72,Vacation,Paid Off
1837,536,24468.36,Vacation,Active
1838,536,5094.54,Auto,Active
1839,536,29406.73,Auto,Active
1840,536,45461.95,Personal,Active
1841,537,18133.06,Vacation,Active
1842,537,14660.03,Emergency,Active
1843,537,49922.55,Medical,Paid Off
1844,537,12156.74,Personal,Paid Off
1845,537,39716.35,Education,Active
1846,537,33886.05,Auto,Paid Off
1847,537,12033.74,Home,Active
1848,538,24078.4,Personal,Paid Off
1849,539,43195.5,Debt Consolidation,Paid Off
1850,539,23338.74,Business,Active
1851,539,2741.84,Auto,Active
1852,539,2621.21,Vacation,Active
1853,540,10214.23,Vacation,Paid Off
1854,540,20012.27,Home,Active
1855,540,29331.47,Home,Paid Off
1856,540,49213.16,Debt Consolidation,Paid Off
1857,540,6581.56,Emergency,Paid Off
1858,541,19406.14,Green Energy,Paid Off
1859,541,18677.81,Education,Paid Off
1860,541,16692.83,Debt Consolidation,Active
1861,541,24653.27,Green Energy,Paid Off
1862,541,27612.91,Medical,Paid Off
1863,542,31730.72,Vacation,Paid Off
1864,542,15376.62,Home Improvement,Active
1865,543,8117.26,Education,Active
1866,543,13837.62,Home Improvement,Active
1867,543,12195.92,Emergency,Paid Off
1868,543,16765.28,Home Improvement,Active
1869,543,47947.16,Home,Active
1870,543,3789.95,Debt Consolidation,Paid Off
1871,544,21556.87,Debt Consolidation,Paid Off
1872,544,49721.23,Green Energy,Paid Off
1873,544,23028.1,Business,Active
1874,544,20691.27,Business,Active
1875,544,22121.54,Emergency,Active
1876,544,11552.24,Auto,Active
1877,544,35356.37,Auto,Paid Off
1878,545,32590.9,Personal,Paid Off
1879,545,40068.31,Personal,Active
1880,545,27040.08,Green Energy,Paid Off
1881,545,26589.6,Auto,Paid Off
1882,545,4092.03,Home Improvement,Paid Off
1883,545,23258.34,Auto,Paid Off
1884,545,5989.08,Personal,Active
1885,546,11450.58,Education,Active
1886,547,33004.5,Debt Consolidation,Paid Off
1887,548,27780.29,Personal,Active
1888,548,3826.13,Home Improvement,Paid Off
1889,548,6521.43,Debt Consolidation,Paid Off
1890,548,43088.83,Vacation,Active
1891,548,41596.61,Personal,Active
1892,550,20783.44,Personal,Active
1893,550,46586.19,Debt Consolidation,Paid Off
1894,550,1959.52,Debt Consolidation,Paid Off
1895,550,5876.48,Personal,Active
1896,550,45737.49,Home Improvement,Active
1897,550,20144.6,Auto,Active
1898,550,38707.38,Debt Consolidation,Paid Off
1899,551,41730.53,Personal,Active
1900,552,9393.92,Personal,Active
1901,554,18181.45,Auto,Paid Off
1902,554,24000.67,Education,Active
1903,554,23830.13,Home,Paid Off
1904,555,11501.71,Emergency,Paid Off
1905,555,12524.8,Medical,Paid Off
1906,555,4740.77,Green Energy,Active
1907,556,2505.17,Business,Paid Off
1908,556,10363.74,Home,Paid Off
1909,556,19345.84,Emergency,Active
1910,556,21887.49,Education,Active
1911,556,41395.73,Auto,Paid Off
1912,557,16339.98,Personal,Active
1913,557,33100.9,Green Energy,Paid Off
1914,557,2535.82,Auto,Active
1915,557,21625.57,Green Energy,Paid Off
1916,557,18539.24,Business,Paid Off
1917,557,26345.83,Auto,Active
1918,557,27863.03,Personal,Active
1919,558,11047.49,Medical,Paid Off
1920,558,21720.02,Emergency,Active
1921,558,26128.71,Green Energy,Paid Off
1922,558,45957.38,Auto,Paid Off
1923,558,24214.28,Vacation,Paid Off
1924,559,38881.74,Emergency,Active
1925,559,5615.11,Emergency,Paid Off
1926,559,14732.15,Green Energy,Active
1927,559,39536.46,Business,Paid Off
1928,559,12899.36,Personal,Paid Off
1929,560,36482.51,Emergency,Paid Off
1930,560,22058.7,Debt Consolidation,Paid Off
1931,560,20439.57,Emergency,Paid Off
1932,560,12951.62,Medical,Active
1933,560,1182.31,Auto,Active
1934,560,43177.23,Debt Consolidation,Paid Off
1935,560,17562.66,Home Improvement,Active
1936,561,24319.12,Home Improvement,Active
1937,561,2730.1,Debt Consolidation,Active
1938,561,8196.5,Home Improvement,Paid Off
1939,562,10050.63,Auto,Paid Off
1940,562,17310.98,Debt Consolidation,Paid Off
1941,562,10671.29,Home Improvement,Active
1942,562,10376.92,Medical,Paid Off
1943,562,1688.09,Vacation,Active
1944,562,24763.11,Debt Consolidation,Paid Off
1945,562,33572.27,Green Energy,Active
1946,563,5153.81,Medical,Active
1947,563,47095.65,Medical,Paid Off
1948,563,20689.12,Education,Active
1949,563,17099.27,Education,Paid Off
1950,563,43671.58,Business,Paid Off
1951,563,39391.11,Medical,Active
1952,563,35102.68,Home,Active
1953,564,23711.92,Vacation,Active
1954,564,23472.2,Auto,Paid Off
1955,564,22175.11,Home,Paid Off
1956,564,43380.72,Home Improvement,Active
1957,565,7925.99,Medical,Paid Off
1958,565,16685.43,Personal,Paid Off
1959,565,49950.27,Vacation,Paid Off
1960,565,31693.28,Home,Active
1961,565,45021.17,Home Improvement,Paid Off
1962,566,36383.26,Vacation,Paid Off
1963,566,8798.26,Auto,Paid Off
1964,566,38470.31,Education,Paid Off
1965,566,34869.29,Business,Active
1966,566,23157.38,Green Energy,Active
1967,567,39600.56,Home Improvement,Active
1968,567,33668.56,Auto,Paid Off
1969,567,36430.37,Debt Consolidation,Active
1970,567,32805.53,Auto,Paid Off
1971,567,48667.34,Debt Consolidation,Active
1972,568,16181.3,Home Improvement,Paid Off
1973,568,37451.34,Debt Consolidation,Paid Off
1974,568,37049.09,Debt Consolidation,Active
1975,568,16058.76,Home,Paid Off
1976,568,49325.33,Emergency,Paid Off
1977,569,14422.76,Emergency,Active
1978,569,38114.47,Home,Paid Off
1979,569,12678.32,Debt Consolidation,Active
1980,569,16450.29,Auto,Paid Off
1981,569,30757.83,Home,Paid Off
1982,569,24360.56,Green Energy,Paid Off
1983,570,9513.78,Personal,Paid Off
1984,570,16309.19,Auto,Paid Off
1985,570,3814.01,Auto,Active
1986,570,17764.27,Education,Active
1987,571,17647.51,Education,Active
1988,571,1398.98,Home,Paid Off
1989,571,27372.05,Emergency,Paid Off
1990,571,6833.24,Home Improvement,Paid Off
1991,571,45638.56,Debt Consolidation,Active
1992,571,22879.36,Education,Paid Off
1993,572,19311.73,Debt Consolidation,Active
1994,572,25166.8,Home Improvement,Active
1995,572,40979.08,Green Energy,Paid Off
1996,572,39786.81,Personal,Paid Off
1997,572,18345.82,Green Energy,Active
1998,573,9050.21,Vacation,Paid Off
1999,573,41979.56,Personal,Active
2000,573,30159.74,Education,Active
2001,573,37242.6,Debt Consolidation,Paid Off
2002,574,25791.31,Business,Active
2003,574,42488.07,Personal,Paid Off
2004,574,8986.96,Debt Consolidation,Active
2005,574,10382.8,Home,Active
2006,575,14326.37,Education,Active
2007,576,43223.53,Emergency,Active
2008,576,33206.23,Business,Paid Off
2009,576,20526.56,Auto,Paid Off
2010,577,41809.77,Personal,Active
2011,577,2401.57,Vacation,Active
2012,578,48109.24,Green Energy,Paid Off
2013,578,11220.39,Green Energy,Active
2014,578,42360.37,Home,Paid Off
2015,578,39244.28,Vacation,Active
2016,578,10082.93,Debt Consolidation,Active
2017,579,49722.26,Home Improvement,Active
2018,580,2013.54,Home Improvement,Paid Off
2019,580,11717.22,Home,Active
2020,580,9189.89,Debt Consolidation,Paid Off
2021,581,5843.17,Emergency,Paid Off
2022,581,24044.1,Green Energy,Paid Off
2023,581,25731.44,Auto,Paid Off
2024,581,29579.06,Education,Active
2025,581,1232.05,Auto,Active
2026,581,37342.06,Business,Active
2027,581,6947.95,Home,Active
2028,582,45800.08,Auto,Paid Off
2029,582,26394.86,Business,Active
2030,582,43471.03,Medical,Active
2031,582,26600.98,Emergency,Paid Off
2032,584,44652.3,Green Energy,Active
2033,584,9720.23,Education,Paid Off
2034,584,20685.5,Education,Active
2035,584,36661.2,Auto,Paid Off
2036,584,20274.98,Debt Consolidation,Paid Off
2037,584,10484.89,Personal,Active
2038,584,25830.58,Home,Paid Off
2039,585,23051.51,Debt Consolidation,Active
2040,585,19257.06,Business,Paid Off
2041,585,17875.02,Medical,Active
2042,585,20029.39,Business,Active
2043,585,17653.25,Home,Paid Off
2044,586,34682.3,Vacation,Paid Off
2045,586,49030.82,Business,Paid Off
2046,586,18775.5,Green Energy,Active
2047,586,34459.15,Emergency,Paid Off
2048,586,33823.87,Education,Paid Off
2049,586,13314.85,Debt Consolidation,Active
2050,586,37983.96,Education,Active
2051,587,43451.92,Business,Paid Off
2052,588,38463.35,Auto,Active
2053,588,40356.89,Home,Paid Off
2054,589,47851.91,Home,Paid Off
2055,589,45311.15,Business,Paid Off
2056,589,4537.17,Business,Active
2057,590,39673.11,Medical,Active
2058,590,41965.86,Home Improvement,Active
2059,590,16153.87,Home Improvement,Active
2060,590,49856.31,Education,Paid Off
2061,591,41710.42,Emergency,Paid Off
2062,591,37360.73,Home,Active
2063,591,12464.42,Emergency,Active
2064,591,1010.95,Auto,Active
2065,591,20307.81,Auto,Paid Off
2066,592,19698.95,Emergency,Paid Off
2067,592,47667.88,Green Energy,Paid Off
2068,593,16520.74,Medical,Paid Off
2069,593,14918.69,Home Improvement,Active
2070,594,31466.79,Auto,Paid Off
2071,595,14404.42,Auto,Paid Off
2072,595,3512.36,Debt Consolidation,Active
2073,595,16893.92,Emergency,Active
2074,595,5853.96,Personal,Active
2075,596,49292.05,Medical,Paid Off
2076,596,4495.12,Debt Consolidation,Active
2077,596,28135.12,Home Improvement,Paid Off
2078,596,1146.03,Home Improvement,Paid Off
2079,598,45661.37,Medical,Paid Off
2080,598,42964.8,Vacation,Active
2081,598,47320.91,Vacation,Active
2082,598,43853.51,Green Energy,Active
2083,598,24607.3,Education,Active
2084,598,6670.81,Debt Consolidation,Active
2085,600,42361.34,Vacation,Paid Off
2086,600,38035.57,Personal,Active
2087,600,25328.8,Home,Active
2088,600,49579.92,Auto,Paid Off
2089,601,14751.88,Home Improvement,Active
2090,602,35847.52,Personal,Paid Off
2091,602,36363.27,Home,Paid Off
2092,602,33124.02,Green Energy,Active
2093,602,21989.41,Education,Paid Off
2094,602,42678.26,Medical,Paid Off
2095,602,9753.84,Business,Active
2096,602,4271.92,Emergency,Active
2097,603,35211.76,Green Energy,Active
2098,603,6128.99,Education,Paid Off
2099,603,36558.43,Vacation,Paid Off
2100,603,23658.57,Auto,Paid Off
2101,605,18229.0,Emergency,Paid Off
2102,605,48777.63,Green Energy,Active
2103,605,15581.87,Personal,Paid Off
2104,607,29011.88,Personal,Active
2105,607,41600.43,Vacation,Paid Off
2106,607,44372.2,Green Energy,Active
2107,608,12427.84,Emergency,Paid Off
2108,608,17377.9,Green Energy,Active
2109,608,24752.48,Green Energy,Paid Off
2110,608,23694.46,Medical,Paid Off
2111,608,25572.82,Green Energy,Active
2112,608,27764.79,Green Energy,Paid Off
2113,608,21962.9,Business,Paid Off
2114,609,5256.16,Green Energy,Paid Off
2115,610,26822.71,Emergency,Paid Off
2116,610,35994.82,Business,Active
2117,610,6280.67,Home,Paid Off
2118,610,14435.77,Auto,Paid Off
2119,612,27985.28,Education,Active
2120,612,6424.68,Medical,Active
2121,612,31560.66,Home Improvement,Paid Off
2122,612,19843.87,Green Energy,Paid Off
2123,612,41117.92,Home,Active
2124,612,29321.3,Auto,Paid Off
2125,612,4121.59,Education,Active
2126,613,18476.51,Personal,Active
2127,615,33071.49,Medical,Paid Off
2128,615,33884.79,Home,Active
2129,615,26539.52,Home Improvement,Active
2130,615,30697.1,Auto,Paid Off
2131,616,24455.33,Vacation,Active
2132,616,44569.56,Home,Paid Off
2133,616,23092.66,Debt Consolidation,Active
2134,616,18288.0,Home Improvement,Paid Off
2135,616,18064.14,Home Improvement,Paid Off
2136,616,16894.53,Home Improvement,Active
2137,616,38621.22,Auto,Active
2138,617,26512.61,Vacation,Paid Off
2139,617,42314.43,Green Energy,Active
2140,618,38395.73,Medical,Paid Off
2141,618,19809.38,Education,Paid Off
2142,619,19155.91,Green Energy,Active
2143,619,23949.61,Debt Consolidation,Active
2144,619,21471.53,Home,Active
2145,619,10845.26,Personal,Paid Off
2146,621,28946.18,Home,Active
2147,621,14643.95,Vacation,Paid Off
2148,621,23026.58,Home,Active
2149,621,18737.31,Debt Consolidation,Active
2150,622,24656.69,Education,Paid Off
2151,622,48696.95,Personal,Active
2152,623,39835.72,Debt Consolidation,Active
2153,623,44989.49,Emergency,Paid Off
2154,623,17225.76,Home,Paid Off
2155,623,13375.03,Home Improvement,Paid Off
2156,623,12727.37,Medical,Paid Off
2157,623,31464.19,Emergency,Active
2158,623,21689.57,Education,Active
2159,624,13509.83,Medical,Active
2160,624,36694.14,Vacation,Active
2161,624,15737.23,Education,Paid Off
2162,624,48322.34,Personal,Paid Off
2163,624,5110.92,Home Improvement,Active
2164,624,28486.09,Debt Consolidation,Active
2165,625,44047.35,Auto,Paid Off
2166,625,23321.15,Home,Active
2167,625,38439.25,Business,Active
2168,625,11600.22,Personal,Paid Off
2169,626,31623.74,Home,Paid Off
2170,627,18043.17,Education,Paid Off
2171,627,31907.68,Business,Paid Off
2172,627,27581.2,Education,Active
2173,628,47456.94,Auto,Paid Off
2174,628,29394.54,Home Improvement,Paid Off
2175,628,22217.36,Emergency,Paid Off
2176,628,18174.94,Emergency,Paid Off
2177,628,38687.01,Home Improvement,Active
2178,629,14680.47,Vacation,Paid Off
2179,629,8200.81,Emergency,Active
2180,629,10960.73,Medical,Active
2181,630,4461.83,Medical,Active
2182,630,4808.27,Green Energy,Active
2183,631,22703.9,Business,Paid Off
2184,631,17621.3,Debt Consolidation,Active
2185,631,21691.88,Personal,Active
2186,631,10008.03,Vacation,Paid Off
2187,631,38430.68,Vacation,Active
2188,631,5412.58,Vacation,Active
2189,631,5712.99,Home Improvement,Paid Off
2190,632,20993.82,Green Energy,Active
2191,632,17686.2,Debt Consolidation,Paid Off
2192,632,38831.42,Home Improvement,Active
2193,632,41485.01,Debt Consolidation,Active
2194,632,18443.12,Medical,Paid Off
2195,633,27139.28,Green Energy,Active
2196,633,46146.61,Personal,Active
2197,633,40646.26,Education,Active
2198,637,48096.48,Education,Paid Off
2199,637,10394.81,Emergency,Paid Off
2200,637,29327.83,Education,Active
2201,637,35595.37,Auto,Active
2202,637,42386.74,Education,Paid Off
2203,637,1980.49,Home Improvement,Active
2204,639,5836.48,Emergency,Paid Off
2205,639,24094.79,Medical,Paid Off
2206,639,19532.34,Emergency,Paid Off
2207,639,31922.83,Emergency,Active
2208,639,29455.94,Home,Paid Off
2209,639,41046.58,Green Energy,Active
2210,640,49763.07,Home,Paid Off
2211,640,30867.04,Emergency,Active
2212,640,13786.21,Vacation,Active
2213,640,33295.8,Vacation,Paid Off
2214,640,41403.47,Debt Consolidation,Paid Off
2215,641,9912.07,Medical,Active
2216,642,38716.43,Vacation,Active
2217,642,24940.59,Education,Paid Off
2218,642,47336.47,Medical,Paid Off
2219,642,29022.9,Green Energy,Paid Off
2220,643,16613.45,Emergency,Paid Off
